Reference Handle,Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Current Quantity Seven Bends,New Quantity Seven Bends,Stock Alert Enabled Seven Bends,Stock Alert Count Seven Bends,Tax - Sales Tax (6%)
#callicarpa-americana-beautyberry--5-gallon,ITNYOJFTQXLN4746JHODBDTR,Callicarpa americana (Beautyberry),,5 Gallon,,Calame21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,N,,,0,,,,Y
#caltha-palustris-marsh-marigold--4-5-pot,V27T4J7RRJ3MIGOZ5XJWQN2X,Caltha palustris (Marsh Marigold),,"4.5"" Pot",,Calpal3,"Grows well on the edges of ponds and bogs, and can spread rhizomously. Flowers with bright yellow 1-2"" blooms in late spring to early summer. Tolerates deer, wet soil.

Size: Height: 1' - 2' ; Width: 1' -1.5'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-

Petar Miloševi?, CC BY-SA 4.0 , via Wikimedia Commons, Richard Bartz, Munich aka Makro Freak, CC BY-SA 2.5 , via Wikimedia Commons
Acabashi, CC BY-SA 4.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,12.00,,N,,N,,,,,6,,,,Y
#caltha-palustris-marsh-marigold--gallon,HTZVFX4HCLKYUDDFUJ2XWM7E,Caltha palustris (Marsh Marigold),,Gallon,,Calpal9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,17.00,,N,,,,,,,73,,,,Y
#caltha-palustris-marsh-marigold--true-gallon,FIFC3M7C7YPJO6G2DMIUOXVV,Caltha palustris (Marsh Marigold),,True Gallon,,Calpal12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,19.00,,N,,,,,,,0,,,,Y
#calycanthus-floridus-calycanthus--gallon,W3M7BJDU5CEZRQTTCVIIEM4P,Calycanthus floridus (Calycanthus),,Gallon,,Calflo9,"Fragrant, reddish-brown flowers bloom in May, and give way to brown seed capsules which mature in fall and persist through the winter. Leaves are fragrant when crushed. Prefers rich, loamy soil. Can form colonies. Deer, clay, and wet-soil tolerant.

Size: Height: 6' - 10' ; Width: 6' -12'
Light: Shade (Part-Full)
Moisture: Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Francis Groeters, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,,,,,,2,,,,Y
#calycanthus-floridus-calycanthus--true-gallon,XI2NIOHO3AMHIUTOCTW6OGPK,Calycanthus floridus (Calycanthus),,True Gallon,,Calflo12,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#calycanthus-floridus-calycanthus--2-gallon,JPWFGWJ6WKGRJNHDR64FLSQ3,Calycanthus floridus (Calycanthus),,2 Gallon,,Calflo15,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,37.00,,N,,,,,,,0,,,,Y
#calycanthus-floridus-calycanthus--3-gallon,FAKW5RWEXFQD5NUDSUFHJ22C,Calycanthus floridus (Calycanthus),,3 Gallon,,Calflo18,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,50.00,,N,,,,,,,0,,,,Y
#calycanthus-floridus-calycanthus--5-gallon,6AJUGCW3Z2M653T5R4SITS6F,Calycanthus floridus (Calycanthus),,5 Gallon,,Calflo21,,Shrub,Shrub,,,,,hidden,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#campanula-americana-tall-bellflower--4-5-pot,KQCQFJJ4NOENEPU5K2E7XAYK,Campanula americana (Tall Bellflower),,"4.5"" Pot",,Camame3,"Erect biennial wildflower that blooms dark violet star shaped flowers off a single central stem.  Readily reseeds.  A pollinator magnet that attracts butterflies, bees and hummingbirds!

Size: Height: 3' - 5' ; Width: 1' - 2'
Light: Shade (Part-Full)
Moisture: Medium, 

-

aspidoscelis, CC0, via Wikimedia Commons, Cbaile19, CC0, via Wikimedia Commons, Quinn Dombrowski from Chicago, USA, CC BY-SA 2.0 , via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
#campanula-americana-tall-bellflower--gallon,ZVKP4AIIQ7VMCD4QW44FAUAF,Campanula americana (Tall Bellflower),,Gallon,,Camame9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
#campanula-americana-tall-bellflower--true-gallon,ZBGYEEVEKNXYP7ZDUJQXAZQ3,Campanula americana (Tall Bellflower),,True Gallon,,Camame12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#campanula-rotundifolia-harebell--4-5-pot,UOR5L2DLUVZS5ZHRWZ2E4ERO,Campanula rotundifolia (Harebell),,"4.5"" Pot",,Camrot3,"Rosette forming, upright perennial that readily reseeds and spreads.  Blooms delightful purple bell-shaped flowers.

Size: Height: 1' - 2' ; Width: 0.5' - 1'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-

janetgraham84new, CC BY 2.0 , via Wikimedia Commons,  English:  Steve Redman (MORA), Public domain, via Wikimedia Commons",Flower,Flower,,,,,hidden,Physical good,,,,N,N,N,Y,12.00,,N,,N,,N,,,0,,,,Y
#campanula-rotundifolia-harebell--gallon,XKJCUWVUOFQA5ZY2WZJ3FQIT,Campanula rotundifolia (Harebell),,Gallon,,Camrot9,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,17.00,,N,,,,N,,,0,,,,Y
#campanula-rotundifolia-harebell--true-gallon,7SZBHXCE446IKAN5BWBADLXT,Campanula rotundifolia (Harebell),,True Gallon,,Camrot12,,Flower,Flower,,,,,hidden,Physical good,,,,,,,,19.00,,N,,,,N,,,0,,,,Y
#carex-amphibola-creek-sedge--3-5-pot,EQVIM6KHOZOL5SLKXA3RNKUW,Carex amphibola (Creek Sedge),,"3.5"" Pot",,Caramp2,"Vigorous clump forming sedge with narrow, arching leaves. Good for shade and rain gardens. Deer and pest resistant. Attracts skipper butterflies.

Size: Height: 1.5' - 1.5' ; Width: 1.5' -1.5'
Light: Shade (Full)
Moisture: Moist, Standing Water,

-

Photo by Doug McGreedy",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,167,,,,Y
#carex-amphibola-creek-sedge--4-5-pot,37QFHJJZ7UDWOM2P2B5JDTQM,Carex amphibola (Creek Sedge),,"4.5"" Pot",,Caramp3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-amphibola-creek-sedge--gallon,2HYSHY3DQ6DMMZ6DRNA467VX,Carex amphibola (Creek Sedge),,Gallon,,Caramp9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#carex-appalachica-appalachian-sedge--3-5-pot,XNYWAPJYBVWLJAJMPIFYBBMH,Carex appalachica (Appalachian Sedge),,"3.5"" Pot",,Carapp2,"Weeping sedge with hair like foliage grows in attractive mounded tufts. Can be used as ground cover or replacement for grass. Adaptable to difficult dry areas. Deer tolerant.

Size: Height: 0.5' - 0.5' ; Width: 1.5' -1.5'
Light: Shade (Part-Full)
Moisture: Dry, Medium,

-",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,,,,346,,,,Y
#carex-appalachica-appalachian-sedge--4-5-pot,M7A7XSIK7SV6W2ANVUQCIX4T,Carex appalachica (Appalachian Sedge),,"4.5"" Pot",,Carapp3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-appalachica-appalachian-sedge--gallon,3UKIQXXEWXW7PLCMM2WEPT3U,Carex appalachica (Appalachian Sedge),,Gallon,,Carapp9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#carex-blanda-eastern-woodland-sedge--3-5-pot,PZ2FAQVYQLK7AII2MKC44MHV,Carex blanda (Eastern Woodland Sedge),,"3.5"" Pot",,Carbla2,"This evergreen sedge displays small flower-spikes in late spring. Drought tolerant. Evergreen

Size: Height: 1' - 2' ; Width: 2' -2'
Light: Shade (Part-Full)
Moisture: Medium, 

-

Alison Northup, CC BY 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,,,,25,,,,Y
#carex-blanda-eastern-woodland-sedge--4-5-pot,BMVD66HABGCH25NXHOJLYSJD,Carex blanda (Eastern Woodland Sedge),,"4.5"" Pot",,Carbla3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-blanda-eastern-woodland-sedge--gallon,L57GIU5U2XAXONHEX6DBNTVF,Carex blanda (Eastern Woodland Sedge),,Gallon,,Carbla9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,11,,,,Y
#carex-eburnea-bristle-leaved-sedge--3-5-pot,KTN7UAEJQXKYSRUQSTVP2OGU,Carex eburnea (Bristle-Leaved Sedge),,"3.5"" Pot",,Carebu2,"Soft thread-like leaves form spherical porcupine-like clumps. Will thrive with consistent moisture but can adapt to sandy or rocky soils.

Size: Height: 0.5' - 1' ; Width: 0.5' -1'
Light: Shade (Full)
Moisture: Medium,

-

By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=76394287
By Reuven Martin - https://www.inaturalist.org/observations/25533727, CC0, https://commons.wikimedia.org/w/index.php?curid=87489679",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,30,,,,Y
#carex-eburnea-bristle-leaved-sedge--4-5-pot,WNJH35IOXI2Z6EIOIYADBAMN,Carex eburnea (Bristle-Leaved Sedge),,"4.5"" Pot",,Carebu3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-eburnea-bristle-leaved-sedge--gallon,DW5EGZFT4BXRVR6BZCFNT64S,Carex eburnea (Bristle-Leaved Sedge),,Gallon,,Carebu9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#carex-flaccosperma-blue-wood-sedge--3-5-pot,LJVGFUUORTSXXRCLKXFMAXAE,Carex flaccosperma (Blue Wood Sedge),,"3.5"" Pot",,Carfla2,"Evergreen sedge with arching blue-green leaves forms slowing spreading clumps. Grows best in evenly moist woodland areas with bright shade but will take some sun.

Size: Height: 1' - 1' ; Width: 1' -1'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-

By Choess - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=21911967, DouglasGoldman, CC BY-SA 4.0 , via Wikimedia Commons",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,295,,,,Y
#carex-flaccosperma-blue-wood-sedge--4-5-pot,ZNJ7LONVWVG2R4PNBJBQUOVT,Carex flaccosperma (Blue Wood Sedge),,"4.5"" Pot",,Carfla3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-flaccosperma-blue-wood-sedge--gallon,PR2T5XULPEQSHW5EVGJW3DOL,Carex flaccosperma (Blue Wood Sedge),,Gallon,,Carfla9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#carex-pensylvanica-pennsylvania-sedge--3-5-pot,QUGHYXBQOSZDXHQHTXJ4NQ5F,Carex pensylvanica (Pennsylvania Sedge),,"3.5"" Pot",,Carpen2,"This soft, graceful ground cover is semi-evergreen in milder climates. It can be used as a lawn alternative but does not tolerate foot traffic.

Size: Height: 0.1' - 1' ; Width: 0.5' -1'
Light: Shade (Part-Full)
Moisture: Dry, Medium,

-

By Krzysztof Ziarnek, Kenraiz - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=52326399 By Photo by David J. Stang - source: David Stang. First published at ZipcodeZoo.com, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=61092351",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,170,,,,Y
#carex-pensylvanica-pennsylvania-sedge--4-5-pot,RFVWJ2R7KPNQZX55QAFE33EW,Carex pensylvanica (Pennsylvania Sedge),,"4.5"" Pot",,Carpen3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-pensylvanica-pennsylvania-sedge--gallon,N64NXNNCCYWR45AZ3YTJXANP,Carex pensylvanica (Pennsylvania Sedge),,Gallon,,Carpen9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#carex-plantaginea-broad-leafed-sedge--3-5-pot,PYDSMNO6EGB4YPH7WBNCBROD,Carex plantaginea (Broad leafed Sedge),,"3.5"" Pot",,Carpla2,"Herbaceous perennial sedge with broad plantain-like leaves and brown to purple blooms.

Size: Height: 0.5' - 3' ; 0.5' - 1'
Light: Shade (Part-Full)
Moisture: Moist,

-",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,N,,N,,,114,,,,Y
#carex-plantaginea-broad-leafed-sedge--4-5-pot,NPUPOXNNWX3V555FDTUVC76S,Carex plantaginea (Broad leafed Sedge),,"4.5"" Pot",,Carpla3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,N,,,0,,,,Y
#carex-plantaginea-broad-leafed-sedge--gallon,WJXPAAUARSIIENKYVV4XHRJE,Carex plantaginea (Broad leafed Sedge),,Gallon,,Carpla9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,N,,,0,,,,Y
#carex-radiata-eastern-star-sedge--3-5-pot,L6O3CK6PGCO3T7KOGWWCKP6I,Carex radiata (Eastern Star Sedge),,"3.5"" Pot",,Carrad2,"Evergreen clump growing sedge. Grass-like medium blades. Tolerates wet soil.

Size: Height: 0.5' - 2.5' ; Width: 2' -2'
Light: Shade (Full)
Moisture: Moist, Standing Water,

-

By Daderot - Own work, CC0, https://commons.wikimedia.org/w/index.php?curid=28311200",Grass,Grass,,,,,visible,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,116,,,,Y
#carex-radiata-eastern-star-sedge--4-5-pot,C45OE3CI6BXJ4ZWYQFFPX2EY,Carex radiata (Eastern Star Sedge),,"4.5"" Pot",,Carrad3,,Grass,Grass,,,,,visible,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-radiata-eastern-star-sedge--gallon,3RVENVQILJ77IU372JFJGJNE,Carex radiata (Eastern Star Sedge),,Gallon,,Carrad9,,Grass,Grass,,,,,visible,Physical good,,,,,,,,13.00,,N,,,,,,,24,,,,Y
#carex-vulpinoidea-fox-sedge--3-5-pot,ZTVJLDHI26HMLQKICSJHLTJ4,Carex vulpinoidea (Fox Sedge),,"3.5"" Pot",,Carvul2,"Narrow grass-like leaves grow in clumps in wet soils. Seedheads spread out from the center of the clump, resembling a fox tail. Can spread quickly. Deer tolerant.

Size: Height: 1' - 3' ; Width: 1' -2'
Light: Shade (Part-Full)
Moisture: Standing Water,

-

Jay Sturner from USA [CC BY (https://creativecommons.org/licenses/by/2.0)]",Grass,Grass,,,,,hidden,Physical good,,,,N,N,N,Y,8.00,,N,,,,,,,0,,,,Y
#carex-vulpinoidea-fox-sedge--4-5-pot,FXFS4KIOWTRPEFJL6AAZ53HP,Carex vulpinoidea (Fox Sedge),,"4.5"" Pot",,Carvul3,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,9.00,,N,,,,,,,0,,,,Y
#carex-vulpinoidea-fox-sedge--gallon,TXD6A34BJQRFJFB4NFFML72W,Carex vulpinoidea (Fox Sedge),,Gallon,,Carvul9,,Grass,Grass,,,,,hidden,Physical good,,,,,,,,13.00,,N,,,,,,,0,,,,Y
#carpinus-caroliniana-ironwood--gallon,HI5L4EWSDJLWKEQXZBISAWG5,Carpinus caroliniana (Ironwood),,Gallon,,Carcar9,"The smooth, gray trunk of this tree is extremely tough. An excellent understory tree, making its home in woods, valleys, ravine bottoms, and rocky slopes along streams.

Size: Height: 22' - 35' ; Width: 20' -35'
Light: Shade (Part-Full)
Moisture: Medium, Moist, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

By Sherief Saleh - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=29353164, Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 , via Wikimedia Commons
Tom Potterfield: https://www.flickr.com/photos/tgpotterfield/27039345680",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,N,,N,,,0,,,,Y
#carpinus-caroliniana-ironwood--true-gallon,3RPM7DTPTFMP7OHJUYKCVDMI,Carpinus caroliniana (Ironwood),,True Gallon,,Carcar12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,0,,,,Y
#carpinus-caroliniana-ironwood--2-gallon,5NVVLC6Z77EEMSFUAWMF5UZ6,Carpinus caroliniana (Ironwood),,2 Gallon,,Carcar15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,1,,,,Y
#carpinus-caroliniana-ironwood--3-gallon,VD64LA5M2ROWRGHK7DVLCZZP,Carpinus caroliniana (Ironwood),,3 Gallon,,Carcar18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,2,,,,Y
#carpinus-caroliniana-ironwood--5-gallon,ENX32YQME2B7CIR3S7N4F4F3,Carpinus caroliniana (Ironwood),,5 Gallon,,Carcar21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,0,,,,Y
#carya-ovata-shagbark-hickory--gallon,4JRKY3ALDWZC5JSKJAS2OGHX,Carya ovata (Shagbark Hickory),,Gallon,,Carova9,"This low maintenance, deciduous tree supports various pollinators and wildlife. Produces sweet, edible nuts which mature in Fall.

Size: Height: 70' - 90' ; Width: 50' -70'
Light: Sun (Part-Full)
Moisture: Medium, Moist, 

-

Plant Image Library from Boston, USA, CC BY-SA 2.0 , via Wikimedia Commons",,,,,,,visible,Physical good,,,,N,,N,Y,22.00,,N,,,,,,,0,,,,Y
#carya-ovata-shagbark-hickory--true-gallon,CRFTKZLCCRTMDAHEVNY7JKNV,Carya ovata (Shagbark Hickory),,True Gallon,,Carova12,,,,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#carya-ovata-shagbark-hickory--2-gallon,FG2QXSHDFH2S2LF6FNVESQDG,Carya ovata (Shagbark Hickory),,2 Gallon,,Carova15,,,,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,13,,,,Y
#carya-ovata-shagbark-hickory--3-gallon,VVOWW2FDMRMAQSOBVABUZCCL,Carya ovata (Shagbark Hickory),,3 Gallon,,Carova18,,,,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,0,,,,Y
#carya-ovata-shagbark-hickory--5-gallon,N2BS34A63WH5W6NHYDTBDT6M,Carya ovata (Shagbark Hickory),,5 Gallon,,Carova21,,,,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#castanea-dentata-american-chestnut--gallon,CNBW7K4CCJ6WL4NDATDOJODJ,Castanea dentata (American Chestnut),,Gallon,,Casden9,"Despite problems with blight, this tree can easily grow to 35', providing habitat and food for birds and insects. It also shoots out smaller trees that will establish even after the main tree suffers.

Size: Height: 50' - 75' ; Width: 50' -75'
Light: Sun (Full)
Moisture: Medium, 

-

Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,40.00,,N,,N,,N,,,0,,,,Y
#castanea-dentata-american-chestnut--true-gallon,2JR5EZHBDQD3ACAIC2F6MITY,Castanea dentata (American Chestnut),,True Gallon,,Casden12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,N,,,0,,,,Y
#castanea-dentata-american-chestnut--2-gallon,REVJBSU5T3MKCBOWZEBR2VUF,Castanea dentata (American Chestnut),,2 Gallon,,Casden15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,N,,,1,,,,Y
#castanea-dentata-american-chestnut--3-gallon,CL2N6PFYCAKZ5XJXK7FE4UHP,Castanea dentata (American Chestnut),,3 Gallon,,Casden18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,N,,,0,,,,Y
#castanea-dentata-american-chestnut--5-gallon,BOUMXNK3VTDOVZKMPZ6SHICV,Castanea dentata (American Chestnut),,5 Gallon,,Casden21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,100.00,,N,,,,N,,,0,,,,Y
#castanea-pumila-allegheny-chinquapin--gallon,5JIMDGT4B42AHKK4ZYUQ2Z27,Castanea pumila (Allegheny Chinquapin),,Gallon,,Caspum9,"This smaller chestnut-tree provides excellent wildlife food and cover. Matures quickly.

Size: Height: 15' - 30' ; Width: 10' -20'
Light: Sun (Part-Full)
Moisture: Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Michael Ellis [CC BY (https://creativecommons.org/licenses/by/4.0)], Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,visible,Physical good,,,,N,N,N,Y,25.00,,N,,,,,,,0,,,,Y
#castanea-pumila-allegheny-chinquapin--true-gallon,I2XTSWBFCQYAVQBSBDMTOLLZ,Castanea pumila (Allegheny Chinquapin),,True Gallon,,Caspum12,,Tree,Tree,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,,,,1,,,,Y
#castanea-pumila-allegheny-chinquapin--2-gallon,GZSRXWC7Y5GWBITAIQORRBQ6,Castanea pumila (Allegheny Chinquapin),,2 Gallon,,Caspum15,,Tree,Tree,,,,,visible,Physical good,,,,,,,,55.00,,N,,,,,,,3,,,,Y
#castanea-pumila-allegheny-chinquapin--3-gallon,RY7G7MJTFGI23X3HNUTFKRE2,Castanea pumila (Allegheny Chinquapin),,3 Gallon,,Caspum18,,Tree,Tree,,,,,visible,Physical good,,,,,,,,70.00,,N,,,,,,,0,,,,Y
#castanea-pumila-allegheny-chinquapin--5-gallon,HR23UO6V3HWTKVEU2DU7PKK5,Castanea pumila (Allegheny Chinquapin),,5 Gallon,,Caspum21,,Tree,Tree,,,,,visible,Physical good,,,,,,,,85.00,,N,,,,,,,0,,,,Y
#ceanothus-americanus-new-jersey-tea--4-5-pot,IQWGG53WVYR5RYLKYI6HSRXV,Ceanothus americanus (New Jersey Tea),,"4.5"" Pot",,Ceaame3,"Dense, compact shrub with cylindrical groups of small white flowers that bloom in early spring. Dried leaves used as a caffeine-free tea. Can grown in rocky, dry soil. Drought resistant.

Size: Height: 3' - 4' ; Width: 3' -5'
Light: Sun (Part-Full)
Moisture: Dry, Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

User:JohnOyston, CC BY-SA 1.0 , via Wikimedia Commons, Francis Groeters, CC BY-SA 4.0 , via Wikimedia Commons
Mtneva, CC BY-SA 4.0 , via Wikimedia Commons
H. Zell, CC BY-SA 3.0 , via Wikimedia Commons",Flower,Flower,,,,,visible,Physical good,,,,N,N,N,Y,20.00,,N,,N,,,,,0,,,,Y
#ceanothus-americanus-new-jersey-tea--gallon,Q5AUF2P47CEY7SWXYSWMLWD3,Ceanothus americanus (New Jersey Tea),,Gallon,,Ceaame9,,Flower,Flower,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,,,,119,,,,Y
#ceanothus-americanus-new-jersey-tea--true-gallon,5UZMUASMNVRGEJFR2VR4SLGY,Ceanothus americanus (New Jersey Tea),,True Gallon,,Ceaame12,,Flower,Flower,,,,,visible,Physical good,,,,,,,,35.00,,N,,,,,,,18,,,,Y
#cephalanthus-occidentalis-buttonbush--gallon,FT35M7NFCOVZ7LZ4CAOGJ4HC,Cephalanthus occidentalis (Buttonbush),,Gallon,,Cepocc9,"Flood tolerant, even to standing water. Small, fragrant white flowers in early to mid-summer, and attract bees and butterflies. Hard spherical fruits emerge in late summer and persist through winter. 

Size: Height: 5' - 12' ; Width: 4' -8'
Light: Sun (Part-Full)
Moisture: Moist, Standing Water,

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Jim Evans [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 , via Wikimedia Commons",Shrub,Shrub,,,,,visible,Physical good,,,,N,N,N,Y,22.00,,N,,N,,,,,0,,,,Y
#cephalanthus-occidentalis-buttonbush--true-gallon,AAUHERHXHCTTLRFMK5FKB6PG,Cephalanthus occidentalis (Buttonbush),,True Gallon,,Cepocc12,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,25.00,,N,,,,,,,0,,,,Y
#cephalanthus-occidentalis-buttonbush--2-gallon,XVN5QZRWNQTZSZ7XIMGA7C2K,Cephalanthus occidentalis (Buttonbush),,2 Gallon,,Cepocc15,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,37.00,,N,,,,,,,1,,,,Y
#cephalanthus-occidentalis-buttonbush--3-gallon,AHIFWDB6FOFUONX7NKT36OQ3,Cephalanthus occidentalis (Buttonbush),,3 Gallon,,Cepocc18,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,50.00,,N,,,,,,,2,,,,Y
#cephalanthus-occidentalis-buttonbush--5-gallon,K443VZ5LWZURONY2UZANLELM,Cephalanthus occidentalis (Buttonbush),,5 Gallon,,Cepocc21,,Shrub,Shrub,,,,,visible,Physical good,,,,,,,,60.00,,N,,,,,,,5,,,,Y
#cercis-canadensis-eastern-redbud--gallon,F4VG4QF46QAVG2ACAEYXJR4J,Cercis canadensis (Eastern Redbud),,Gallon,,Cercan9,"Pea-like, rose-purple flowers bloom in early spring before the foliage emerges. Flowers give way to flattened seed pods that mature to brown in the summer and can feed wildlife through the winter. Attracts butterflies. Deer, clay soil resistant.

Size: Height: 20' - 30' ; Width: 25' -35'
Light: Shade (Part-Full)
Moisture: Dry, Medium, 

-March 1st- May 1 2026: For sizes valued at $50 or above, a $25 discount can be applied courtesy of the Throwing Shade Virginia program. If you purchase online, this discount will be applied as a refund when you pick up your plants. (see https://rb.gy/lukcmf for details)

Famartin, CC BY-SA 4.0 , via Wikimedia Commons",Tree,Tree,,,,,hidden,Physical good,,,,N,N,N,Y,22.00,,N,,N,,N,,,0,,,,Y
