Square.Category,Category,Scientific Name,Common Name,Item.Type,Species ID,Item.Name,Light,Moisture,SoilType,Height_low,Height_high,Width_low,Width_high,Size_Concat,Bloom_time,Bloom_color,Sex,Deer_Resistant,Drainfield_OK,NativeRange,Local_Ecotype,GermCode,DescriptionBase,Photo Credits,Shade Program
Fern,Fern,Parathelypteris noveboracensis,New York Fern,Physical good,Parnov,Parathelypteris noveboracensis (New York Fern),Shade (Full),"Medium, Moist, ",,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',,,,,,,,,"Clumps usually have 3 or more fronds. Wispy texture due to double cut pinnae. Brown at the base, green once it reaches leaflets. Can form spreading colonies with black trailing rhizomes. Common in woodlands and wetlands.","Wasp32, CC BY-SA 4.0 , via Wikimedia Commons, Laval University, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Fern,Fern,Polystichum acrostichoides,Christmas Fern,Physical good,Polacr,Polystichum acrostichoides (Christmas Fern),Shade (Full),"Medium, Moist, ",Rich loam,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',,,,,,,,,"Evergreen fern provides winter color in a landscape. Deer, drought tolerant.",Photo (c)2006 Derek Ramsey (Ram-Man) [CC BY-SA (https://creativecommons.org/licenses/by-sa/2.5)],
Fern,Fern,Woodwardia areolata,Netted Chain Fern,Physical good,Wooare,Woodwardia areolata (Netted Chain Fern),Shade (Full),"Medium, Moist, ",Rich loam,0.5,2,1,1,Height: 0.5' - 2' ; Width: 1' -1',,,,,,,,,"Can take considerable sun if the soil is kept wet, but loves shade. Spreads to make colonies in good growing conditions.","Katja Schultz, Jasper Shide, CC0, via Wikimedia Commons",
Flower,Flower,Achillea millefolium,Yarrow,Physical good,Achmil,Achillea millefolium (Yarrow),Sun (Full),"Dry, Medium, ",Sandy,2,3,2,3,Height: 2' - 3' ; Width: 2' -3',Summer,White,,,,VA most or all,y,,"This spreading, mat-forming plant can naturalize an area. Fern-like leaves and upright branches lead to bright white-to-pink flowers in late summer. Tolerates poor soils and drought. Deer Resistant.","By Pethan, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=525680 
By Dcrjsr - Own work, CC BY 3.0, https://commons.wikimedia.org/w/index.php?curid=16059528",
Flower,Flower,Acorus americanus,Sweet Flag,Physical good,Acoame,Acorus americanus (Sweet Flag),Shade (Part-Full),"Moist, Standing Water,",,2,3,1.5,2,Height: 2' - 3' ; Width: 1.5' -2',"Spring, Summer",Green,,,,,,C(60),"Flowering with grassy leaves; Ideal for rain gardens and a vigorous spreader. Native to PA, MD, but not VA.",,
Flower,Flower,Actaea pachypoda,Dolls Eyes,Physical good,Actpac,Actaea pachypoda (Dolls Eyes),Shade (Part-Full),"Moist, ","Clay, Loam, Sand",1,3,2,3,Height: 1' - 3' ; Width: 2' -3',"Spring, Summer",White,,,,,,F,Blooms small white flowers in clusters during spring. White berries appear in summer which gives the plant its common name as they resemble doll eyes.  Fruits are eaten by a variety of birds.  Plant spreads through rhizomes.,"Meneerke bloem, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,    Laval University, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Actaea racemosa,Black Cohosh,Physical good,Actrac,Actaea racemosa (Black Cohosh),Shade (Full),"Medium, Moist, ",,3,6,2,4,Height: 3' - 6' ; Width: 2' -4',"Spring, Summer",White,,,,,,"E,L","Spears of small, white flowers bloom in early summer and rise well above the rest of the foliage. The plant is known for its odorless insect-repelling properties.","By Salicyna - Own work, CC BY-SA 4.0, https://commons.wikimedia.org/w/index.php?curid=47975506
By H. Zell - Own work, CC BY-SA 3.0, https://commons.wikimedia.org/w/index.php?curid=8950508",
Flower,Flower,Agalinis purpurea,Purple False Foxglove,Physical good,Agapur,Agalinis purpurea (Purple False Foxglove),Sun (Part-Full),"Medium, Moist, ","Loam, Sand",1,4,1,1.5,Height: 1' - 4' ; Width: 1' - 1.5',Summer,Purple,,,,,,"C(30),D",Annual that readily reseeds itself in a garden.  Blooms lovely pink tubular flowers.  Attracts bees.,"Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons,  Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Agastache nepetoides,Yellow Giant Hyssop,Physical good,Aganep,Agastache nepetoides (Yellow Giant Hyssop),Sun (Part-Full),"Dry, Medium, ",,4,6,1,3,Height: 4' - 6' ; Width: 1' -3',"Summer, Fall",Cream,,,,,,"C(60),D",Fast growing perennial that produces long lasting whorls of tiny greenish-yellow flowers. Has large toothed arrow shaped leaves.  Attracts bees and butterflies. Heat and humidity tolerant.,"Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons,   Potentillarecta, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Agastache scrophulariifolia,Giant Purple Hyssop,Physical good,Agascr,Agastache scrophulariifolia (Giant Purple Hyssop),Sun (Part-Full),"Dry, Medium, ",,2,5,1,3,Height: 2' - 5' ; Width: 1' -3',"Summer, Fall",Purple,,,,,,"C(60),D","Lavender flowers bloom in late summer upon tall spikes, and are a great attractor for bees and butterflies. The strong structure of the flower spikes lets them stay upright through the winter, creating interest in the yard.","USDA NRCS, Public domain, via Wikimedia Commons, Alaina Krakowiak, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons",
Flower,Flower,Ageratina altissima,White Snakeroot,Physical good,Agealt,Ageratina altissima (White Snakeroot),Shade (Part-Full),"Dry, Medium, ",Clay,2,5,2,4,Height: 2' - 5' ; Width: 2' - 4',"Summer, Fall",White,,,,,,"C(60),D","Tallest aster in its genus.  Booms long lasting white flowers.  Attracts butterflies, bees and songbirds.  ","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Cbaile19, CC0, via Wikimedia Commons",
Flower,Flower,Allium cernuum,Nodding Onion,Physical good,Allcer,Allium cernuum (Nodding Onion),Shade (Part-Full),"Dry, Medium, ",,1.5,1.5,5,5,Height: 1.5' - 1.5' ; Width: 5' -5',Summer,Purple,,,,,,C(60),"Narrow, grass-like leaves lead to small pink flowers the appear in clusters in the summer. Smells of onion when cut. Deer and drought tolerant.",,
Flower,Flower,Allium tricoccum,Ramp,Physical good,Alltri,Allium tricoccum (Ramp),Shade (Full),"Moist, ",,0.5,0.5,1,2,Height: 0.5' - 0.5' ; Width: 1' -2',Summer,White,,,,,,"E,?","Rare delicacies, clipping leaves can add great garlic-like flavor to cooking.","Fungus Guy [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)]
Fungus Guy [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)]",
Flower,Flower,Amsonia tabernaemontana,Bluestar,Physical good,Amstab,Amsonia tabernaemontana (Bluestar),Sun (Part-Full),"Dry, Medium, ",Clay,2,3,2,3,Height: 2' - 3' ; Width: 2' -3',"Spring, Summer",Blue,,,,,,C(60),"Easy to grow plant with a variety of uses. An upright, clump-forming plant with light blue, star-like flowers in late spring. Drought Tolerant. Deer tolerant. Tolerates clay soil.","Photo by David J. Stang [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)]
Sten Porse [CC BY-SA (https://creativecommons.org/licenses/by-sa/3.0)]",
Flower,Flower,Anaphalis margaritacea,Pearly Everlasting,Physical good,Anamar,Anaphalis margaritacea (Pearly Everlasting),Sun (Full),"Medium, ",,1,3,1,2,Height: 1' - 3' ; Width: 1' -2',Summer,White,,,,,,C(30),"Herbaceous perennial or biennial. Long-lasting, yellowish-white flowers bloom in late summer.  Hairy, soft grey stem. Tolerates frost, most soils, and light shade.   Dioecious.  Dried stalks are perfect for floral arrangements.","Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Agnieszka Kwiecień, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Anemone canadensis,Canada Anemone,Physical good,Anecan,Anemone canadensis (Canada Anemone),Sun (Part-Full),"Medium, ",Clay,1,2,2,2.5,Height: 1' - 2' ; Width: 2' -2.5',"Spring, Summer",White,,,,,,,Small white flowering plant that forms impressive large colonies through rhizomes.,"John B. (Dendroica cerulea), CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons,  Krzysztof Ziarnek, Kenraiz, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Anemone virginiana,Tall Anemone,Physical good,Anevir,Anemone virginiana (Tall Anemone),Shade (Part-Full),"Medium, ",Sandy,2,4,1,2,Height: 2' - 4' ; Width: 1' -2',Summer,White,,,,,,C(60),"Occurring in dry, rocky terrain, this perennial can also thrive in moist, humusly soils. In the spring, 1"" five pointed white flowers bloom around a central mound of stamens. Deer, drought, shade tolerant.","Eric Hunt, CC BY-SA 4.0 , via Wikimedia Commons",
Flower,Flower,Antennaria neglecta,Field Pussytoes,Physical good,Antneg,Antennaria neglecta (Field Pussytoes),Sun (Part-Full),"Dry, Medium, ",Clay,0.5,1,0.5,1,Height: 0.5' - 1' ; Width: 0.5' -1',"Spring, Summer",White,,,,,,"C(60),D","Small mat forming perennial. Wholly stems, leaves and flower heads. White disk like flowers rise on stalk from basal rosette in spring. Dioecious plant. Females produce seed-like achenes. Attracts butterflies.","El Grafo, CC BY-SA 3.0 , via Wikimedia Commons
wackybadger, CC BY-SA 2.0 , via Wikimedia Commons
El Grafo, CC BY-SA 3.0 , via Wikimedia Commons",
Flower,Flower,Antennaria parlinii,Parlin's Pussytoes,Physical good,Antpar,Antennaria parlinii (Parlin's Pussytoes),Sun (Part-Full),"Dry, Medium, ",Rocky,0.5,1,0.5,1,Height: 0.5' - 1' ; Width: 0.5' -1',"Spring, Summer",White,,,,,,"C(60),D",Small mat forming perennial that blooms fuzzy white flower heads in spring.  Larger blooms compared to other species of pussytoes. Drought and rocky soil tolerant.  Attracts butterflies.,"Aaron Carlson, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons, sonnia hill, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons",
Flower,Flower,Antennaria plantaginifolia,Pussytoes,Physical good,Antpla,Antennaria plantaginifolia (Pussytoes),Sun (Part-Full),"Dry, Medium, ",,1,1,1,2,Height: 1' - 1' ; Width: 1' -2',"Spring, Summer",White,,,,,,"C(60),D","Soft, gray foliage. Fuzzy, whitish flower heads with pink bloom in the spring. Can spread to form colonies. Drought and rocky soil Tolerant. Attracts butterflies.","Krzysztof Ziarnek, Kenraiz [CC BY-SA (https://creativecommons.org/licenses/by-sa/4.0)], Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Aplectrum hyemale,Adam and Eve Orchid,Physical good,Aplhye,Aplectrum hyemale (Adam and Eve Orchid),Shade (Part-Full),"Medium, ",,1,2,0.5,1,Height: 1' - 2' ; Width: 0.5' -1',"Spring, Summer",Purple,,,,,,,"Single leaf from late November to March.  Leaves are pin-striped, with alternating silvery-white and green stripes. Late May to early June, flower stalk emerges with flowers","Allefant, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,   Allefant, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,    Choess, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Aquilegia canadensis,Eastern Columbine,Physical good,Aqucan,Aquilegia canadensis (Eastern Columbine),Shade (Part-Full),"Dry, Medium, ",,2,3,1,1,Height: 2' - 3' ; Width: 1' -1',"Spring, Summer",Red,,,,,y,"C(60),M","Beautiful, red-and-yellow, bell-shaped hanging flowers bloom in spring and attract hummingbirds. Deer and drought tolerant.","Ragesoss, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
Flower,Flower,Aralia racemosa,Spikenard,Physical good,Ararac,Aralia racemosa (Spikenard),Shade (Part-Full),"Medium, Moist, ","Clay, Rocky",3,5,3,5,Height: 3' - 5' ; Width: 3' - 5',Summer,Green,,,,,,"C(60),M",Thicket forming herbacous perennial grows in a shrub like stature.  Dark maroon stem rises above plant blooming green-white flowers that mature to red fruits in fall. Attracts native bees and birds.,"Alex Abair, CC BY 4.0 <https://creativecommons.org/licenses/by/4.0>, via Wikimedia Commons,  Cephas, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons,  Laval University, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons",
Flower,Flower,Arisaema triphyllum,Jack in the Pulpit,Physical good,Aritri,Arisaema triphyllum (Jack in the Pulpit),Shade (Full),"Medium, Moist, ",,1,2,1,2,Height: 1' - 2' ; Width: 1' -2',"Spring, Summer",Green,,,,,,"F,L","A green and brown hood conceals a ""jack"" covered in purple flowers in late spring. Flower becomes bright red berries in late summer that feed wildlife. Unique, easy to care for.",???? [CC BY-SA 2.5 CA (https://creativecommons.org/licenses/by-sa/2.5/ca/deed.en)],
Flower,Flower,Aruncus dioicus,Goatsbeard,Physical good,Arudio,Aruncus dioicus (Goatsbeard),Shade (Part-Full),"Medium, ",,4,6,2,4,Height: 4' - 6' ; Width: 2' -4',"Spring, Summer",White,,,,,,,"Tall, erect bush found in moist woodlands. Plumes of tiny white flowers rise above the foliage in Spring.","Agnieszka Kwiecie?, Nova, CC BY-SA 4.0 <https://creativecommons.org/licenses/by-sa/4.0>, via Wikimedia Commons; 
User:Tigerente, CC BY-SA 3.0 <http://creativecommons.org/licenses/by-sa/3.0/>, via Wikimedia Commons",
Flower,Flower,Asarum canadense,Wild Ginger,Physical good,Asacan,Asarum canadense (Wild Ginger),Shade (Full),"Dry, Moist, ",,0.5,0.5,0.5,0.5,Height: 0.5' - 0.5' ; Width: 0.5' -0.5',"Spring, Summer",Red,,,,,,"L,E","Cup-shaped, purple flowers appear in spring grow close to the ground. Great for use as ground cover in shady areas. Deer Tolerant.","Fritzflohrreynolds, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons",
Flower,Flower,Asclepias exaltata,Poke Milkweed,Physical good,Ascexa,Asclepias exaltata (Poke Milkweed),Sun (Part-Full),"Medium, ",,2,7,0.5,2,Height: 2' - 7' ; Width: 0.5' -2',Summer,White,,,,,,C(30),"Perennial wildflower plant in the dogbane family.   Species get their name from the Latin word exaltata, meaning “lofty,” due to  the species tall stature.  Requires moist, acid-to-neutral pH soil with high organic content.  Great plant for the boarders of a pollinator garden","peganum, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons, peganum, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons, Joshua Mayer from Madison, WI, USA, CC BY-SA 2.0 <https://creativecommons.org/licenses/by-sa/2.0>, via Wikimedia Commons",
Flower,Flower,Asclepias incarnata,Rose Milkweed,Physical good,Ascinc,Asclepias incarnata (Rose Milkweed),Sun (Full),"Moist, ",Clay,4,5,2,3,Height: 4' - 5' ; Width: 2' -3',Summer,Pink,,,,VA most or all,,C(30),"Small, fragrant pink flowers appear in tight clusters at end of summer. Surprisingly tolerant of average soil. Butterfly attractant and supports Monarchs. Deer, Clay, and Wet Soil Tolerant.","Jasper Shide, CC0, via Wikimedia Commons",
Flower,Flower,Asclepias purpurascens,Purple Milkweed,Physical good,Ascpur,Asclepias purpurascens (Purple Milkweed),Sun (Part-Full),"Medium, ","Clay, Loam, Sand, Rocky",2,3,1,3,Height: 2' - 3' ; Width: 1' - 3',Summer,Purple,,,,,,C(30),Tall milkweed that blooms deep purple and rose pink flowers.  Spreads vigorously through seeds and rhizomes.  Best for naturalized areas.  Drought and deer resistant.  Attracts bees and butterflies.,"Photo by and (c)2009 Derek Ramsey (Ram-Man), GFDL 1.2 <http://www.gnu.org/licenses/old-licenses/fdl-1.2.html>, via Wikimedia Commons",
